-9783719.64656, 4425701.44085
-8532896.64635, 4422883.39574
-8568956.40852, 4330302.58960
-8625299.78691, 4238509.01800
-8688404.37071, 4161221.86952
-8778553.77613, 4079005.51957
-8846165.83019, 4019092.06624
-8920539.08966, 3935197.37506
-9010688.49508, 3865298.66761
-9080554.28428, 3758563.39679
-9105345.37077, 3660668.58233
-9094076.69510, 3558317.92142
-9080554.28428, 3459385.50216
-9049001.99239, 3407620.31571
-9015195.96535, 3286769.64478
-8983643.67346, 3220381.64475
-8961106.32210, 3159385.02408
-8945330.17615, 3083512.90048
-8943076.44102, 3023106.04399
-8970121.26264, 2962950.67202
-9012942.23022, 2960449.56118
-9073793.07888, 3050760.91359
-9109852.84105, 3149244.98839
-9139151.39781, 3215288.25885
-9163942.48430, 3289329.54727
-9175211.15998, 3371506.59963
-9211270.92214, 3430889.09365
-9254091.88972, 3480149.77711
-9296912.85729, 3529600.37118
-9348748.76541, 3558317.92142
-9407345.87893, 3542645.71406
-9452420.58164, 3553091.68863
-9497495.28435, 3581862.88087
-9558346.13301, 3610700.30525
-9632719.39248, 3623830.32113
-9691316.50601, 3626457.99103
-9749913.61953, 3626457.99103
-9774704.70602, 3639604.70510
-9779212.17629, 4040842.25831
-9783719.64656, 4425701.44085
